date,2m_temperature_mean,potential_evapotranspiration,total_precipitation,QObs(mm/d)
1981-02-02,3.965782165527344,0.3068376183509826,18.54975700378418,28.43
1981-02-03,0.8973770141601562,0.1349376440048217,12.162505149841309,15.91
1981-02-04,-1.263874053955078,0.0195325464010238,5.431171417236328,9.815
1981-02-05,2.544544219970703,0.1153895705938339,13.739429473876951,47.31
1981-02-06,5.063831329345703,0.4193328022956848,23.61032485961914,64.17
1981-02-07,4.058872222900391,0.203793466091156,18.598716735839844,75.02
1981-02-08,1.0632896423339844,0.348251461982727,6.443012237548828,20.52
1981-02-09,-1.155670166015625,0.1002034321427345,1.988325238227844,9.532
1981-02-10,-2.7858810424804688,0.1028165519237518,2.467045545578003,6.51
1981-02-11,-1.2605514526367188,0.1451587527990341,4.970129489898682,8.25
1981-02-12,3.2293434143066406,0.2381893694400787,10.326502799987791,25.74
1981-02-13,2.6044235229492188,0.341458797454834,1.351164698600769,13.03
1981-02-14,1.5131378173828125,0.4351396560668945,0.9975637793540956,6.295
1981-02-15,1.3286170959472656,0.1601712703704834,6.14381217956543,7.015
1981-02-16,-0.7825279235839844,0.3482924103736877,0.0217612832784652,5.146
1981-02-17,1.1811790466308594,0.5032066702842712,0.0516846776008605,3.352
1981-02-18,0.5340156555175781,0.5323295593261719,0.0149570405483245,2.663
1981-02-19,-1.8830413818359373,0.4027141332626343,0.0081583857536315,2.122
1981-02-20,-1.3496055603027344,0.4895893335342407,0.0258423388004302,1.837
1981-02-21,-0.6285629272460938,0.5340996384620667,0.8683632612228394,1.633
1981-02-22,-1.2644538879394531,0.4797990322113037,0.2080816775560379,1.463
1981-02-23,-1.2650299072265625,0.5530239343643188,0.1156013458967208,1.306
1981-02-24,-2.125434875488281,0.5822386145591736,0.0006798654794692,1.12
1981-02-25,-0.5224494934082031,0.7219120264053345,0.0380836427211761,1.035
1981-02-26,-0.1825485229492187,0.8199796676635742,0.018356367945671,0.951
1981-02-27,0.9935646057128906,1.044328212738037,0.0129174441099166,1.273
1981-02-28,1.568157196044922,0.736605167388916,2.6633105278015137,1.301
1981-03-01,1.4326248168945312,0.6340722441673279,1.855494499206543,1.324
1981-03-02,0.8954391479492188,0.6474710702896118,0.8230619430541992,1.251
1981-03-03,-0.1964149475097656,0.4584497213363647,0.1652594655752182,1.14
1981-03-04,-0.2053451538085937,0.5035216212272644,2.2646188735961914,1.107
1981-03-05,-0.6451988220214844,0.6446964740753174,0.7340162992477417,1.138
1981-03-06,0.7671661376953125,0.394888699054718,4.951184749603272,1.192
1981-03-07,3.8006744384765625,0.2297499477863311,15.57231330871582,40.02
1981-03-08,4.431968688964844,0.6819526553153992,3.68691611289978,18.94
1981-03-09,2.740684509277344,0.9857248067855836,2.891935348510742,9.942
1981-03-10,3.853847503662109,0.3231180906295776,19.141300201416016,31.62
1981-03-11,7.693294525146484,0.264567881822586,4.994503974914551,39.66
1981-03-12,6.366260528564453,0.6871535181999207,2.320768356323242,16.77
1981-03-13,4.277706146240234,0.6673603653907776,1.2530423402786257,7.48
1981-03-14,3.587177276611328,0.7269588112831116,1.4904886484146118,5.085
1981-03-15,1.4139633178710938,0.6435759663581848,5.932273387908936,4.82
1981-03-16,0.6025772094726562,0.5437058210372925,5.045844078063965,5.503
1981-03-17,1.2526512145996094,0.6224637031555176,6.030945301055908,9.625
1981-03-18,0.4057426452636719,0.7422850131988525,11.553289413452148,10.61
1981-03-19,0.8686599731445312,0.4552521705627441,3.856182098388672,8.826
1981-03-20,0.7320899963378906,0.4253705143928528,4.220379829406738,7.971
1981-03-21,-0.225189208984375,0.4652634263038635,1.8434617519378664,8.14
1981-03-22,-2.54742431640625,0.8387494087219238,1.9950792789459229,5.356
1981-03-23,-0.5076637268066406,0.3411605954170227,4.461843490600586,4.561
1981-03-24,1.811309814453125,0.2537447214126587,5.238368988037109,9.378
1981-03-25,5.039020538330078,0.5049996972084045,16.430667877197266,42.3
1981-03-26,4.484397888183594,1.0447211265563965,3.831314086914064,20.58
1981-03-27,5.723030090332031,1.1603286266326904,3.1510462760925293,10.3
1981-03-28,6.843013763427734,0.764159083366394,5.262434482574463,9.946
1981-03-29,6.119049072265625,1.4992961883544922,0.0072252005338668,7.634
1981-03-30,4.4473724365234375,0.7609128952026367,0.2109818160533905,4.822
1981-03-31,7.123844146728516,1.8728781938552856,0.0013448297977447,3.7
1981-04-01,5.601016998291016,1.78228759765625,0.0,2.965
1981-04-02,5.389183044433594,1.0420548915863037,1.3841948509216309,2.643
1981-04-03,5.136959075927734,1.7676206827163696,0.0,2.344
1981-04-04,5.780178070068359,1.376458764076233,0.1773983240127563,2.02
1981-04-05,5.387790679931641,1.1874322891235352,0.1222975552082061,1.906
1981-04-06,5.430000305175781,0.9324480891227722,0.1868046820163726,1.733
1981-04-07,3.6236534118652335,0.9877878427505492,6.546005725860596,3.043
1981-04-08,5.258552551269531,1.3448123931884766,2.495577573776245,4.678
1981-04-09,7.303962707519531,1.5909427404403689,0.0356193631887435,3.163
1981-04-10,8.659996032714844,1.6495084762573242,0.0584684312343597,2.437
1981-04-11,8.081356048583984,0.8012107014656067,3.044551372528076,2.058
1981-04-12,5.419670104980469,1.827119827270508,1.865973711013794,1.999
1981-04-13,4.728366851806641,2.055673360824585,0.0,1.748
1981-04-14,5.4124755859375,2.1197586059570312,0.0,1.503
1981-04-15,8.23586654663086,2.335800647735596,0.0,1.302
1981-04-16,9.15786361694336,2.564160823822021,0.0,1.185
1981-04-17,8.89694595336914,2.5246238708496094,0.0651832669973373,1.135
1981-04-18,6.825870513916016,2.2794833183288574,0.0141169875860214,1.092
1981-04-19,5.485042572021484,2.071122646331787,0.0873580574989318,1.013
1981-04-20,5.438823699951172,2.019964694976806,0.0194944441318511,0.902
1981-04-21,4.160770416259766,1.9410041570663448,0.0544320791959762,0.876
1981-04-22,0.677825927734375,1.6235382556915283,1.0381488800048828,0.83
1981-04-23,-0.389434814453125,1.6362736225128174,4.217075347900391,0.819
1981-04-24,0.4031028747558594,1.691030979156494,1.313643455505371,0.941
1981-04-25,0.5512580871582031,1.5029361248016355,2.0581445693969727,0.953
1981-04-26,1.2099571228027344,1.5018430948257446,0.8278321623802185,0.952
1981-04-27,2.0829315185546875,1.0798888206481934,1.9936411380767824,2.357
1981-04-28,5.872379302978516,0.77753084897995,5.68861722946167,8.44
1981-04-29,7.171291351318359,0.3206886649131775,11.54587745666504,33.49
1981-04-30,3.89590072631836,1.3215231895446775,2.042088508605957,11.6
1981-05-01,1.6084060668945312,1.8398981094360352,1.3563799858093262,5.397
1981-05-02,1.940509796142578,1.0438495874404907,4.871206283569336,6.285
1981-05-03,3.302528381347656,1.0002212524414062,8.270336151123047,11.31
1981-05-04,2.7305145263671875,1.959119319915772,2.7225687503814697,5.713
1981-05-05,3.192371368408203,2.046194076538086,1.7119812965393066,3.58
1981-05-06,4.984275817871094,1.867338180541992,7.834985733032227,3.912
1981-05-07,6.7005615234375,0.7057532668113708,7.163002967834473,3.84
1981-05-08,9.776939392089844,1.341609239578247,2.418609380722046,4.193
1981-05-09,9.646133422851562,2.722604990005493,0.1928340643644333,3.595
1981-05-10,7.559608459472656,1.2413008213043213,0.0294148921966552,3.318
1981-05-11,12.108779907226562,3.123338222503662,0.0052303075790405,2.481
1981-05-12,13.748828887939451,3.0177547931671143,0.6857067346572876,2.002
1981-05-13,14.154071807861328,2.7107882499694824,3.620067596435547,1.796
1981-05-14,10.389095306396484,1.838611125946045,3.713542461395264,1.574
1981-05-15,10.391609191894531,3.483461380004883,0.0032689422369003,1.404
1981-05-16,10.021839141845703,2.7337756156921387,0.7046628594398499,1.278
1981-05-17,10.82012939453125,3.586589336395264,0.0450983643531799,1.206
1981-05-18,10.723339080810549,3.014892339706421,2.3643503189086914,1.085
1981-05-19,9.48015594482422,1.540621280670166,4.070451736450195,1.152
1981-05-20,11.80718231201172,2.522583484649658,0.4118159413337707,1.178
1981-05-21,12.106842041015623,2.7413196563720703,0.6098803281784058,1.089
1981-05-22,10.97846221923828,2.708868980407715,5.560184001922607,1.035
1981-05-23,10.151687622070312,2.006277084350586,2.589218139648437,0.993
1981-05-24,9.776901245117188,2.503129720687866,3.775644779205322,0.948
1981-05-25,9.294376373291016,2.5570263862609863,5.188241004943848,1.03
1981-05-26,8.968936920166016,1.8717209100723269,6.370745658874512,1.055
1981-05-27,9.028324127197266,2.194011688232422,10.447736740112305,1.154
1981-05-28,9.024406433105469,2.4068942070007324,2.7336812019348145,1.481
1981-05-29,10.561767578125,2.4207279682159424,1.961033701896668,1.319
1981-05-30,10.536479949951172,2.3687427043914795,0.3261845707893371,1.145
1981-05-31,11.951412200927734,1.445831060409546,7.715802192687988,1.072
1981-06-01,11.742115020751951,2.784836530685425,1.3228673934936523,1.026
1981-06-02,11.293048858642578,1.7062249183654783,5.845656394958496,0.955
1981-06-03,10.664176940917969,2.045738220214844,4.649620532989502,0.869
1981-06-04,8.719371795654297,0.9323925971984864,10.80042839050293,3.321
1981-06-05,9.18927764892578,1.5820690393447876,9.077096939086914,9.668
1981-06-06,8.79537582397461,1.852885127067566,10.899582862854004,10.41
1981-06-07,8.14767074584961,2.7919487953186035,0.7148571014404297,6.304
1981-06-08,8.642936706542969,1.0003011226654053,9.916471481323242,9.538
1981-06-09,7.275482177734375,0.5978608131408691,7.952545166015625,14.85
1981-06-10,6.688983917236328,1.8890604972839355,3.188401460647583,11.7
1981-06-11,7.577381134033203,2.342456340789795,3.299854755401612,5.74
1981-06-12,9.113201141357422,2.7182583808898926,2.8532633781433105,3.625
1981-06-13,11.253639221191406,0.9156912565231324,11.108660697937012,15.44
1981-06-14,10.962360382080078,1.844751119613648,3.999337673187256,12.98
1981-06-15,8.812801361083984,1.7716279029846191,11.28545379638672,16.62
1981-06-16,7.802600860595703,1.4955114126205444,8.37684440612793,13.33
1981-06-17,8.03915023803711,1.5846450328826904,3.074640274047852,9.07
1981-06-18,7.427387237548828,1.377761960029602,0.9277760982513428,5.874
1981-06-19,10.681419372558594,1.71661639213562,1.5211775302886963,5.441
1981-06-20,10.249847412109377,2.3419229984283447,1.5619211196899414,3.751
1981-06-21,10.690521240234377,3.0239977836608887,0.0753328204154968,2.658
1981-06-22,11.185428619384766,1.6113858222961426,0.9546783566474916,2.258
1981-06-23,10.06460952758789,1.1934466361999512,1.5619211196899414,1.901
1981-06-24,9.23532485961914,1.9930894374847408,1.1107139587402344,1.881
1981-06-25,8.409278869628906,2.175706386566162,1.1583733558654783,1.751
1981-06-26,7.457363128662109,2.301921844482422,1.196805477142334,1.526
1981-06-27,6.944004058837891,2.0862035751342773,0.0730287283658981,1.403
1981-06-28,8.215869903564453,2.727723836898804,0.0092312693595886,1.228
1981-06-29,9.092166900634766,1.1507118940353394,3.359042167663574,1.594
1981-06-30,9.310836791992188,1.426436424255371,4.7427825927734375,4.239
1981-07-01,8.895904541015625,1.9745928049087524,8.304853439331055,12.46
1981-07-02,9.256000518798828,2.2473011016845703,5.648471355438232,13.64
1981-07-03,10.238059997558594,2.531750202178955,2.4154839515686035,5.296
1981-07-04,11.021282196044922,1.6160776615142822,3.605684280395508,3.551
1981-07-05,11.123302459716797,1.063884735107422,9.46186065673828,3.814
1981-07-06,10.302745819091797,1.0844392776489258,8.097159385681152,12.86
1981-07-07,12.053630828857422,0.6674705147743225,1.4642701148986816,24.89
1981-07-08,12.68390655517578,1.146836519241333,1.814216375350952,10.15
1981-07-09,11.88576889038086,2.4870193004608154,0.6192754507064819,5.745
1981-07-10,10.762279510498049,1.967254400253296,5.218859672546387,3.721
1981-07-11,11.989521026611328,1.3607990741729736,4.11496114730835,3.302
1981-07-12,11.92618179321289,1.6355863809585571,2.2106356620788574,2.756
1981-07-13,11.172019958496094,1.8438900709152224,1.6909315586090088,2.373
1981-07-14,10.6136474609375,1.8890799283981323,3.0129551887512207,3.234
1981-07-15,9.83121109008789,1.2870213985443115,4.371969223022461,4.429
1981-07-16,9.17157745361328,1.9210612773895264,12.61233901977539,8.161
1981-07-17,9.796642303466797,2.200683832168579,8.530562400817871,6.502
1981-07-18,10.518524169921877,2.2922110557556152,0.5898717641830444,4.119
1981-07-19,10.69131851196289,1.1919363737106323,3.887351512908936,6.199
1981-07-20,10.772720336914062,2.119504690170288,1.836979866027832,7.01
1981-07-21,9.999252319335938,1.291113257408142,3.0243377685546875,5.324
1981-07-22,9.800922393798828,1.3643367290496826,1.9005165100097656,5.524
1981-07-23,10.235633850097656,2.484889030456543,1.212000846862793,6.591
1981-07-24,9.14260482788086,1.7247803211212158,0.2010427415370941,4.299
1981-07-25,11.209880828857422,0.9832175970077516,2.7009434700012207,3.678
1981-07-26,12.01605987548828,2.305546522140503,0.3433004021644592,3.471
1981-07-27,12.343246459960938,0.8511149287223816,1.3722758293151855,3.162
1981-07-28,11.810325622558594,0.9316949844360352,6.043938636779785,7.761
1981-07-29,10.460845947265623,2.427983283996582,0.4846062660217285,6.764
1981-07-30,10.407127380371094,2.3663127422332764,0.12991763651371,3.717
1981-07-31,9.68069839477539,1.926006317138672,0.2991743385791778,2.664
1981-08-01,8.97213363647461,1.9752922058105469,0.4345495104789734,2.09
1981-08-02,11.897560119628906,2.117938041687012,3.817530393600464,1.77
1981-08-03,12.508583068847656,1.2444684505462646,5.500901222229004,2.072
1981-08-04,12.733665466308594,2.3994128704071045,0.6931089162826538,4.537
1981-08-05,12.26791763305664,2.117906093597412,3.089223146438598,5.999
1981-08-06,11.335289001464844,1.9674839973449707,0.0913720577955246,3.219
1981-08-07,12.899799346923828,2.4566779136657715,0.0392571091651916,2.175
1981-08-08,11.795032501220703,0.811959981918335,3.9298925399780273,1.859
1981-08-09,9.956432342529297,1.5721620321273804,1.2054965496063232,1.844
1981-08-10,10.287734985351562,1.2167582511901855,1.051852464675903,1.773
1981-08-11,13.553714752197266,0.6667779684066772,5.448788642883301,31.61
1981-08-12,13.698413848876951,0.403298020362854,11.525705337524414,24.57
1981-08-13,13.324634552001951,0.6364308595657349,0.5211848616600037,11.62
1981-08-14,11.095314025878906,1.9023756980896,0.9300150275230408,7.415
1981-08-15,9.667800903320312,0.7479678392410278,12.01711368560791,11.32
1981-08-16,9.526229858398438,1.5570409297943115,0.7113851308822632,6.494
1981-08-17,9.76749038696289,0.3514052629470825,6.141222953796387,13.56
1981-08-18,10.004661560058594,1.2663793563842771,5.77909517288208,10.66
1981-08-19,9.535816192626951,0.3433454930782318,14.901922225952148,22.3
1981-08-20,9.597217559814451,1.5650599002838137,2.2573490142822266,11.09
1981-08-21,9.877422332763672,1.3417328596115112,2.818474769592285,7.626
1981-08-22,9.973384857177734,1.483666181564331,1.3618543148040771,6.348
1981-08-23,10.4869384765625,1.822946071624756,0.0609159469604492,4.485
1981-08-24,12.788837432861328,1.0524442195892334,4.469355583190918,5.189
1981-08-25,12.01065444946289,1.7533190250396729,0.6782189011573792,4.084
1981-08-26,11.953594207763672,1.1508829593658447,0.2517923712730407,3.178
1981-08-27,14.813777923583984,1.4746465682983398,0.2842825055122375,2.647
1981-08-28,15.134002685546877,1.7462958097457886,0.042639672756195,2.265
1981-08-29,14.986175537109377,1.2159883975982666,0.6382837891578674,1.997
1981-08-30,14.345821380615234,2.2184908390045166,0.0,1.758
1981-08-31,12.745716094970703,2.14219617843628,0.0985227525234222,1.555
1981-09-01,11.73224639892578,1.5947158336639404,0.2298839390277862,1.408
1981-09-02,12.461139678955078,1.733667492866516,0.1065097749233245,1.251
1981-09-03,13.760910034179688,1.7331019639968872,1.67307448387146,1.188
1981-09-04,13.881969451904297,0.651807427406311,15.594671249389648,1.534
1981-09-05,11.264270782470703,1.5358483791351318,2.5899391174316406,2.868
1981-09-06,9.61380386352539,1.295893907546997,0.261833906173706,2.059
1981-09-07,12.16193389892578,1.4010252952575684,1.7778091430664062,1.635
1981-09-08,11.13104248046875,1.4599233865737915,3.1153838634490967,2.104
1981-09-09,11.258365631103516,0.6484761834144592,8.534908294677734,4.972
1981-09-10,15.16497039794922,1.7381832599639893,8.069820404052734,5.018
1981-09-11,11.656482696533203,1.855180025100708,1.823965549468994,5.295
1981-09-12,9.88640594482422,1.0158792734146118,0.3053266406059265,2.759
1981-09-13,9.22223663330078,1.312326431274414,0.0470411032438278,1.862
1981-09-14,9.542366027832031,1.33464777469635,6.6692304611206055,1.699
1981-09-15,11.149700164794922,0.7753284573554993,5.801182270050049,2.634
1981-09-16,10.393798828125,1.1445276737213137,0.2218931913375854,2.911
1981-09-17,11.408966064453123,1.1180719137191772,9.46153450012207,7.643
1981-09-18,9.919967651367188,0.5758780241012573,13.956209182739258,13.71
1981-09-19,9.476699829101562,1.027143120765686,2.8890538215637207,8.432
1981-09-20,8.479881286621094,0.2355350703001022,43.8541259765625,102.3
1981-09-21,8.66086196899414,0.4881605505943298,20.85531616210937,59.99
1981-09-22,8.500740051269531,0.5463009476661682,10.983726501464844,30.41
1981-09-23,8.50579833984375,0.2645414471626282,10.97307586669922,18.75
1981-09-24,8.932609558105469,0.7685788869857788,4.608282566070557,14.02
1981-09-25,8.185970306396484,0.9268244504928588,0.7721874713897705,12.26
1981-09-26,7.262939453125,0.2601925134658813,14.59792137145996,34.15
1981-09-27,9.314098358154297,0.4632753133773803,19.32780265808105,55.99
1981-09-28,9.101722717285156,0.6628097295761108,9.026626586914062,30.75
1981-09-29,8.51388168334961,0.6933627128601074,3.653254508972168,17.44
1981-09-30,9.290168762207031,0.6276524066925049,16.591590881347656,27.47
1981-10-01,5.816257476806641,0.8699425458908081,3.1036267280578613,16.23
1981-10-02,3.5337486267089844,0.4183199107646942,10.573213577270508,13.8
1981-10-03,7.679790496826172,0.2809051871299743,13.516435623168944,38.03
1981-10-04,5.89349365234375,0.4943791031837463,6.1427154541015625,28.87
1981-10-05,3.04827880859375,0.7380850315093994,0.3872420787811279,8.512
1981-10-06,3.0730552673339844,0.3738986849784851,4.612732887268066,5.306
1981-10-07,3.564105987548828,0.4552549123764038,3.8221139907836914,6.503
1981-10-08,4.696552276611328,0.9614302515983582,4.470363140106201,6.012
1981-10-09,6.511135101318359,0.5508140921592712,13.287694931030272,11.35
1981-10-10,4.611217498779297,0.2466273605823516,18.792600631713867,43.08
1981-10-11,4.022895812988281,0.690015435218811,10.63774871826172,23.53
1981-10-12,2.5663795471191406,0.4488274157047272,10.121429443359377,23.72
1981-10-13,1.3164443969726562,0.3705928921699524,4.967700481414795,13.52
1981-10-14,0.9358787536621094,0.5273827314376831,1.737842321395874,10.3
1981-10-15,2.808940887451172,0.5042904019355774,5.0977277755737305,10.1
1981-10-16,3.5711593627929688,0.4886729717254638,2.5170705318450928,9.458
1981-10-17,2.825630187988281,0.4688964486122131,0.0351183116436004,5.992
1981-10-18,5.315742492675781,0.2636109292507171,16.019268035888672,21.44
1981-10-19,5.767116546630859,0.526036262512207,8.361757278442383,19.39
1981-10-20,2.9118690490722656,0.3653452694416046,8.570565223693848,21.75
1981-10-21,4.267135620117188,0.3946059346199035,8.356064796447754,26.14
1981-10-22,3.202564239501953,0.4168841242790222,0.3094170093536377,10.65
1981-10-23,4.9749908447265625,0.2033151388168335,2.531308650970459,9.624
1981-10-24,4.258037567138672,0.2424235492944717,4.211252689361572,11.05
1981-10-25,2.099937438964844,0.3773236274719238,0.2069137990474701,7.247
1981-10-26,2.785053253173828,0.2273609042167663,4.0337629318237305,9.679
1981-10-27,3.018779754638672,0.2325015664100647,5.986111164093018,27.55
1981-10-28,3.639404296875,0.3105615377426147,8.736661911010742,24.99
1981-10-29,3.215320587158203,0.2485376894474029,6.689408779144287,21.66
1981-10-30,4.0443267822265625,0.292941153049469,6.622970104217529,18.29
1981-10-31,4.53424072265625,0.4894061088562011,10.331515312194824,14.9
1981-11-01,5.447093963623047,0.1403965353965759,7.966231822967529,15.73
1981-11-02,5.711116790771484,0.448247492313385,4.582019805908203,16.82
1981-11-03,7.920822143554687,0.2904063761234283,13.52546501159668,46.86
1981-11-04,5.512184143066406,0.5364894866943359,5.687545776367188,16.9
1981-11-05,3.695644378662109,0.2100688219070434,0.0669974833726883,7.81
1981-11-06,1.6143913269042969,0.1592006832361221,0.0050514936447143,5.158
1981-11-07,3.5787391662597656,0.3143697679042816,0.0884905457496643,3.925
1981-11-08,5.19012451171875,0.3762405514717102,1.4032386541366575,3.242
1981-11-09,7.144943237304688,0.1621003895998001,15.468513488769531,49.26
1981-11-10,8.857978820800781,0.0697483122348785,26.408103942871094,100.4
1981-11-11,6.472129821777344,0.1516017019748687,3.854483604431152,29.25
1981-11-12,3.6545181274414062,0.3362547159194946,6.158454418182373,14.93
1981-11-13,3.5964279174804688,0.1612349301576614,7.263982772827148,15.94
1981-11-14,6.042648315429688,0.1668940335512161,1.0928809642791748,12.76
1981-11-15,4.7254486083984375,0.3843538761138916,11.591903686523438,11.66
1981-11-16,2.9975662231445312,0.2387957423925399,6.193850517272949,11.5
1981-11-17,3.521270751953125,0.086446389555931,10.470576286315918,18.68
1981-11-18,1.5159950256347656,0.0273357108235359,6.747560501098633,14.05
1981-11-19,2.03265380859375,0.1812091171741485,6.196381568908691,22.12
1981-11-20,2.76797866821289,0.0918674394488334,24.737491607666016,52.26
1981-11-21,4.087547302246094,0.0621602125465869,10.340993881225586,59.38
1981-11-22,8.922046661376953,0.0775211900472641,33.013450622558594,94.32
1981-11-23,2.0277099609375,0.4555577635765075,11.400381088256836,23.45
1981-11-24,-0.675384521484375,0.1347056627273559,11.89909839630127,10.56
1981-11-25,-1.1913185119628906,0.0789930373430252,9.816361427307127,29.61
1981-11-26,6.158527374267578,0.1090744584798812,40.81913757324219,130.0
1981-11-27,2.874496459960937,0.1837655901908874,10.287900924682615,32.79
1981-11-28,1.4241981506347656,0.1359779387712478,4.79124116897583,16.62
1981-11-29,0.6499099731445312,0.0751687362790107,7.950430870056152,28.23
1981-11-30,1.8622970581054688,0.0651690661907196,13.013351440429688,39.26
1981-12-01,-0.2013168334960937,0.1148011982440948,0.0456999987363815,9.201
1981-12-02,4.761024475097656,0.1199744492769241,0.3552231788635254,6.626
1981-12-03,7.525062561035156,0.0608785077929496,18.41973304748535,56.58
1981-12-04,2.3465118408203125,0.2012510001659393,2.4857873916625977,20.27
1981-12-05,1.092681884765625,0.012429904192686,3.5521817207336426,10.32
1981-12-06,0.3092422485351562,0.1364971995353698,3.129159927368164,8.834
1981-12-07,-3.092304229736328,0.151904746890068,1.3545491695404053,5.858
1981-12-08,-3.4108924865722656,0.1347119957208633,0.7701348066329956,4.381
1981-12-09,-3.862613677978516,0.0961003229022026,0.2999491989612579,3.654
1981-12-10,-4.236076354980469,0.1315605342388153,1.2417919635772705,3.166
1981-12-11,-6.4227447509765625,0.1324501633644104,0.0176932662725448,2.668
1981-12-12,-4.508266448974609,0.0261345170438289,2.890385627746582,2.442
1981-12-13,-3.658382415771485,0.2389436066150665,3.897817611694336,2.377
1981-12-14,-0.4361038208007812,0.2020909935235977,3.550708293914795,2.335
1981-12-15,-5.9354095458984375,0.0424121730029583,0.0073742121458053,2.103
1981-12-16,-6.506130218505859,0.0199746042490005,0.0088512897491455,1.828
1981-12-17,-4.999855041503906,0.0164276659488677,2.587491512298584,1.734
1981-12-18,-7.696006774902344,0.0596200823783874,0.035380944609642,1.688
1981-12-19,-2.918712615966797,0.294657826423645,1.0177512168884275,2.068
1981-12-20,0.3134841918945312,0.2329699546098709,2.7444679737091064,5.05
1981-12-21,-1.695892333984375,0.0054494901560246,1.7119795083999634,3.935
1981-12-22,-2.6836166381835938,0.0890065059065818,3.106316566467285,2.791
1981-12-23,-7.757907867431641,0.0439338758587837,0.0162161886692047,2.093
1981-12-24,-10.075870513916016,0.0268684513866901,0.0147446990013122,1.654
1981-12-25,-9.352375030517578,0.0066142166033387,0.0154823064804077,1.45
1981-12-26,-3.5806655883789062,0.1712243854999542,0.1142323017120361,1.471
1981-12-27,0.0438613891601562,0.2085047662258148,1.3457071781158447,1.509
1981-12-28,-3.2284088134765625,0.0316031612455844,0.019904226064682,1.429
1981-12-29,-3.484443664550781,0.0046466537751257,0.563783586025238,1.329
1981-12-30,0.7108840942382812,0.0735499858856201,2.3877713680267334,1.456
1981-12-31,1.1700096130371094,0.031619057059288,0.8605644106864929,2.732
1982-01-01,-1.0331459045410156,0.0141399558633565,0.6123427152633667,2.585
1982-01-02,0.3210601806640625,0.0285779014229774,4.961004257202148,2.981
1982-01-03,-0.025909423828125,0.2042407989501953,21.121601104736328,5.99
1982-01-04,-1.4805030822753906,0.3223664462566376,14.483604431152344,3.866
1982-01-05,-3.751598358154297,0.1292584687471389,5.590395927429199,2.175
1982-01-06,-9.270187377929688,0.0960509181022644,0.0276565551757812,1.484
1982-01-07,-10.809558868408203,0.0470072440803051,0.0817719846963882,1.936
1982-01-08,-12.032058715820312,0.0153657337650656,0.0105947256088256,2.832
1982-01-09,-10.362335205078123,0.0139346122741699,0.0176578760147094,1.34
1982-01-10,-10.603435516357422,0.0273267328739166,0.0235363841056823,0.985
1982-01-11,-5.389091491699219,0.0614325851202011,0.2952925860881805,1.083
1982-01-12,-2.7545394897460938,0.0515309646725654,0.3052931427955627,1.039
1982-01-13,-0.6981124877929688,0.2460250556468963,0.2082381397485733,1.079
1982-01-14,0.9396591186523438,0.2291803061962127,5.660979270935059,4.047
1982-01-15,-3.023788452148437,0.006992595270276,0.0617709010839462,3.492
